Year,Month,Country,Model,Segment,Engine_Type, Price_Usd , Marketing_Spend_Usd ,Dealership_Count, Fuel_Price_Usd ,Gdp_Growth_Percent,Interest_Rate_Percent,Competition_Index,Units_Sold,Gross Revenue,Net Revenue
2022,Oct,Japan,3 SERIES,Sedan,Diesel," $40,209.00 "," $288,441.00 ",175, $0.97 ,6.29,1.2,9,806," $32,408,454.00 "," $32,120,013.00 "
2023,Jul,Canada,I7,Sedan,Electric," $41,533.00 "," $431,387.00 ",168, $0.97 ,6.29,1.2,3,465," $19,312,845.00 "," $18,881,458.00 "
2018,Jan,Brazil,7 SERIES,Sedan,Hybrid," $42,211.00 "," $453,708.00 ",23, $0.97 ,6.29,1.2,10,121," $5,107,531.00 "," $4,653,823.00 "
2015,Jul,Brazil,3 SERIES,Sedan,Diesel," $44,927.00 "," $498,013.00 ",382, $0.97 ,6.29,1.2,9,923," $41,467,621.00 "," $40,969,608.00 "
2015,May,Brazil,X7,SUV,Petrol," $112,463.00 "," $239,167.00 ",234, $0.97 ,6.29,1.2,1,507," $57,018,741.00 "," $56,779,574.00 "
2024,Mar,Germany,IX,SUV,Petrol," $59,594.00 "," $456,965.00 ",82, $0.97 ,6.29,1.2,1,288," $17,163,072.00 "," $16,706,107.00 "
2018,Mar,India,X3,SUV,Electric," $109,852.00 "," $375,361.00 ",258, $0.97 ,6.29,1.2,9,519," $57,013,188.00 "," $56,637,827.00 "
2021,Apr,Japan,X3,SUV,Petrol," $112,713.00 "," $139,044.00 ",100, $0.97 ,6.29,1.2,6,527," $59,399,751.00 "," $59,260,707.00 "
2016,Dec,UK,3 SERIES,Sedan,Diesel," $111,382.00 "," $321,189.00 ",225, $0.97 ,6.29,1.2,4,883," $98,350,306.00 "," $98,029,117.00 "
2017,Feb,Germany,I7,Sedan,Petrol," $42,933.00 "," $332,260.00 ",99, $0.97 ,6.29,1.2,7,361," $15,498,813.00 "," $15,166,553.00 "
2015,Feb,India,X7,SUV,Diesel," $75,696.00 "," $68,667.00 ",38, $0.97 ,6.29,1.2,5,388," $29,370,048.00 "," $29,301,381.00 "
2019,Jan,Canada,I4,Sedan,Petrol," $100,449.00 "," $387,201.00 ",314, $0.97 ,6.29,1.2,10,844," $84,778,956.00 "," $84,391,755.00 "
2015,May,France,I7,Sedan,Hybrid," $102,616.00 "," $124,205.00 ",229, $0.97 ,6.29,1.2,7,687," $70,497,192.00 "," $70,372,987.00 "
2022,Apr,Japan,X5,SUV,Electric," $41,089.00 "," $77,302.00 ",337, $0.97 ,6.29,1.2,8,880," $36,158,320.00 "," $36,081,018.00 "
2015,Nov,Brazil,X3,SUV,Electric," $91,548.00 "," $454,499.00 ",224, $0.97 ,6.29,1.2,8,887," $81,203,076.00 "," $80,748,577.00 "
2015,Oct,USA,X5,SUV,Hybrid," $61,123.00 "," $212,007.00 ",230, $0.97 ,6.29,1.2,1,788," $48,164,924.00 "," $47,952,917.00 "
2016,Feb,Japan,5 SERIES,Sedan,Hybrid," $42,797.00 "," $122,534.00 ",398, $0.97 ,6.29,1.2,8,1026," $43,909,722.00 "," $43,787,188.00 "
2016,Mar,Australia,X1,SUV,Electric," $85,013.00 "," $275,414.00 ",51, $0.97 ,6.29,1.2,6,347," $29,499,511.00 "," $29,224,097.00 "
2020,Jul,India,7 SERIES,Sedan,Hybrid," $43,346.00 "," $212,696.00 ",144, $0.97 ,6.29,1.2,4,386," $16,731,556.00 "," $16,518,860.00 "
2021,Jul,China,X7,SUV,Diesel," $68,672.00 "," $63,440.00 ",51, $0.97 ,6.29,1.2,8,187," $12,841,664.00 "," $12,778,224.00 "
2019,Dec,Canada,I7,Sedan,Petrol," $52,653.00 "," $423,145.00 ",173, $0.97 ,6.29,1.2,3,599," $31,539,147.00 "," $31,116,002.00 "
2015,Apr,France,X3,SUV,Electric," $84,556.00 "," $358,645.00 ",370, $0.97 ,6.29,1.2,4,815," $68,913,140.00 "," $68,554,495.00 "
2015,May,Canada,X5,SUV,Hybrid," $61,140.00 "," $444,485.00 ",292, $0.97 ,6.29,1.2,6,1044," $63,830,160.00 "," $63,385,675.00 "
2017,May,Japan,IX,SUV,Diesel," $36,184.00 "," $320,012.00 ",67, $0.97 ,6.29,1.2,7,536," $19,394,624.00 "," $19,074,612.00 "
2016,Jun,China,5 SERIES,Sedan,Electric," $69,493.00 "," $211,323.00 ",311, $0.97 ,6.29,1.2,4,967," $67,199,731.00 "," $66,988,408.00 "
2019,Sep,Australia,7 SERIES,Sedan,Hybrid," $79,148.00 "," $390,053.00 ",331, $0.97 ,6.29,1.2,4,744," $58,886,112.00 "," $58,496,059.00 "
2024,Feb,UK,7 SERIES,Sedan,Electric," $59,846.00 "," $134,523.00 ",34, $0.97 ,6.29,1.2,7,341," $20,407,486.00 "," $20,272,963.00 "
2020,May,USA,I7,Sedan,Hybrid," $57,195.00 "," $219,801.00 ",82, $0.97 ,6.29,1.2,6,511," $29,226,645.00 "," $29,006,844.00 "
2021,Dec,China,X7,SUV,Electric," $40,606.00 "," $65,734.00 ",382, $0.97 ,6.29,1.2,8,790," $32,078,740.00 "," $32,013,006.00 "
2018,Mar,India,I4,Sedan,Diesel," $38,956.00 "," $223,501.00 ",138, $0.97 ,6.29,1.2,1,457," $17,802,892.00 "," $17,579,391.00 "
2021,Apr,Brazil,IX,SUV,Diesel," $51,555.00 "," $222,409.00 ",96, $0.97 ,6.29,1.2,10,245," $12,630,975.00 "," $12,408,566.00 "
2022,Oct,Australia,I7,Sedan,Petrol," $53,690.00 "," $483,541.00 ",339, $0.97 ,6.29,1.2,7,818," $43,918,420.00 "," $43,434,879.00 "
2015,Jun,USA,X5,SUV,Electric," $93,502.00 "," $395,744.00 ",162, $0.97 ,6.29,1.2,7,596," $55,727,192.00 "," $55,331,448.00 "
2020,Dec,France,X1,SUV,Petrol," $83,849.00 "," $320,577.00 ",191, $0.97 ,6.29,1.2,7,396," $33,204,204.00 "," $32,883,627.00 "
2022,Aug,Brazil,3 SERIES,Sedan,Electric," $61,347.00 "," $190,183.00 ",134, $0.97 ,6.29,1.2,7,523," $32,084,481.00 "," $31,894,298.00 "
2019,Jan,Japan,I4,Sedan,Hybrid," $84,056.00 "," $153,986.00 ",76, $0.97 ,6.29,1.2,10,419," $35,219,464.00 "," $35,065,478.00 "
2018,Oct,China,X7,SUV,Hybrid," $98,851.00 "," $375,897.00 ",15, $0.97 ,6.29,1.2,10,173," $17,101,223.00 "," $16,725,326.00 "
2016,Aug,USA,5 SERIES,Sedan,Petrol," $116,502.00 "," $163,783.00 ",134, $0.97 ,6.29,1.2,8,393," $45,785,286.00 "," $45,621,503.00 "
2020,Nov,Germany,I4,Sedan,Electric," $116,418.00 "," $261,655.00 ",323, $0.97 ,6.29,1.2,9,654," $76,137,372.00 "," $75,875,717.00 "
2020,Jul,UK,X3,SUV,Petrol," $105,211.00 "," $333,895.00 ",335, $0.97 ,6.29,1.2,9,773," $81,328,103.00 "," $80,994,208.00 "
2015,Jan,UK,X7,SUV,Diesel," $76,850.00 "," $197,525.00 ",62, $0.97 ,6.29,1.2,2,211," $16,215,350.00 "," $16,017,825.00 "
2023,Feb,Australia,X1,SUV,Petrol," $113,545.00 "," $266,916.00 ",75, $0.97 ,6.29,1.2,7,375," $42,579,375.00 "," $42,312,459.00 "
2020,Mar,France,X3,SUV,Petrol," $62,843.00 "," $482,184.00 ",323, $0.97 ,6.29,1.2,7,975," $61,271,925.00 "," $60,789,741.00 "
2017,Jan,Australia,I4,Sedan,Hybrid," $97,320.00 "," $211,149.00 ",91, $0.97 ,6.29,1.2,4,396," $38,538,720.00 "," $38,327,571.00 "
2018,Sep,Germany,3 SERIES,Sedan,Petrol," $64,793.00 "," $289,654.00 ",96, $0.97 ,6.29,1.2,9,500," $32,396,500.00 "," $32,106,846.00 "
2018,Aug,India,3 SERIES,Sedan,Electric," $74,516.00 "," $477,991.00 ",11, $0.97 ,6.29,1.2,8,142," $10,581,272.00 "," $10,103,281.00 "
2017,Feb,France,X1,SUV,Hybrid," $52,857.00 "," $239,216.00 ",213, $0.97 ,6.29,1.2,1,523," $27,644,211.00 "," $27,404,995.00 "
2024,Sep,Canada,7 SERIES,Sedan,Petrol," $54,627.00 "," $360,714.00 ",159, $0.97 ,6.29,1.2,2,697," $38,075,019.00 "," $37,714,305.00 "
2017,Jul,India,IX,SUV,Diesel," $96,822.00 "," $227,169.00 ",302, $0.97 ,6.29,1.2,2,941," $91,109,502.00 "," $90,882,333.00 "
2017,Sep,France,5 SERIES,Sedan,Petrol," $119,101.00 "," $336,647.00 ",112, $0.97 ,6.29,1.2,8,446," $53,119,046.00 "," $52,782,399.00 "
2018,Jun,France,7 SERIES,Sedan,Petrol," $87,248.00 "," $183,851.00 ",33, $0.97 ,6.29,1.2,1,477," $41,617,296.00 "," $41,433,445.00 "
2021,Jun,Germany,3 SERIES,Sedan,Petrol," $90,798.00 "," $398,984.00 ",377, $0.97 ,6.29,1.2,4,1008," $91,524,384.00 "," $91,125,400.00 "
2018,Nov,Japan,3 SERIES,Sedan,Hybrid," $79,116.00 "," $181,827.00 ",221, $0.97 ,6.29,1.2,10,781," $61,789,596.00 "," $61,607,769.00 "
2023,Apr,Germany,X5,SUV,Electric," $110,318.00 "," $351,407.00 ",74, $0.97 ,6.29,1.2,5,532," $58,689,176.00 "," $58,337,769.00 "
2015,Oct,France,X3,SUV,Diesel," $63,557.00 "," $420,635.00 ",218, $0.97 ,6.29,1.2,9,542," $34,447,894.00 "," $34,027,259.00 "
2022,Oct,USA,I4,Sedan,Petrol," $106,334.00 "," $367,231.00 ",260, $0.97 ,6.29,1.2,7,796," $84,641,864.00 "," $84,274,633.00 "
2021,Feb,India,5 SERIES,Sedan,Electric," $110,163.00 "," $485,497.00 ",394, $0.97 ,6.29,1.2,8,1237," $136,271,631.00 "," $135,786,134.00 "
2016,Jul,Germany,X1,SUV,Electric," $113,002.00 "," $101,482.00 ",126, $0.97 ,6.29,1.2,9,318," $35,934,636.00 "," $35,833,154.00 "
2022,May,Japan,I4,Sedan,Hybrid," $77,614.00 "," $498,073.00 ",125, $0.97 ,6.29,1.2,7,592," $45,947,488.00 "," $45,449,415.00 "
2015,Nov,China,X5,SUV,Diesel," $47,720.00 "," $172,989.00 ",246, $0.97 ,6.29,1.2,5,677," $32,306,440.00 "," $32,133,451.00 "
2023,Jun,Australia,3 SERIES,Sedan,Hybrid," $92,608.00 "," $460,616.00 ",114, $0.97 ,6.29,1.2,5,551," $51,027,008.00 "," $50,566,392.00 "
2023,Feb,France,X1,SUV,Electric," $107,095.00 "," $352,259.00 ",268, $0.97 ,6.29,1.2,10,924," $98,955,780.00 "," $98,603,521.00 "
2016,May,Canada,3 SERIES,Sedan,Electric," $119,694.00 "," $326,393.00 ",55, $0.97 ,6.29,1.2,6,536," $64,155,984.00 "," $63,829,591.00 "
2021,Oct,China,5 SERIES,Sedan,Electric," $70,892.00 "," $294,255.00 ",320, $0.97 ,6.29,1.2,5,1099," $77,910,308.00 "," $77,616,053.00 "
2024,Apr,UK,X3,SUV,Hybrid," $112,242.00 "," $490,041.00 ",340, $0.97 ,6.29,1.2,9,894," $100,344,348.00 "," $99,854,307.00 "
2017,Sep,Brazil,I4,Sedan,Diesel," $112,606.00 "," $160,361.00 ",225, $0.97 ,6.29,1.2,3,665," $74,882,990.00 "," $74,722,629.00 "
2021,Jun,Japan,I4,Sedan,Petrol," $35,924.00 "," $336,744.00 ",310, $0.97 ,6.29,1.2,3,830," $29,816,920.00 "," $29,480,176.00 "
2024,Feb,Canada,7 SERIES,Sedan,Hybrid," $86,322.00 "," $349,850.00 ",342, $0.97 ,6.29,1.2,7,705," $60,857,010.00 "," $60,507,160.00 "
2023,Jan,Brazil,X1,SUV,Electric," $61,478.00 "," $331,366.00 ",33, $0.97 ,6.29,1.2,7,360," $22,132,080.00 "," $21,800,714.00 "
2018,May,Japan,IX,SUV,Hybrid," $106,042.00 "," $411,185.00 ",44, $0.97 ,6.29,1.2,6,152," $16,118,384.00 "," $15,707,199.00 "
2015,Sep,USA,X5,SUV,Electric," $81,418.00 "," $416,648.00 ",33, $0.97 ,6.29,1.2,3,162," $13,189,716.00 "," $12,773,068.00 "
2016,Jun,Australia,IX,SUV,Petrol," $97,217.00 "," $91,139.00 ",37, $0.97 ,6.29,1.2,7,411," $39,956,187.00 "," $39,865,048.00 "
2015,Oct,China,7 SERIES,Sedan,Petrol," $115,846.00 "," $164,919.00 ",25, $0.97 ,6.29,1.2,5,359," $41,588,714.00 "," $41,423,795.00 "
2019,Dec,India,5 SERIES,Sedan,Diesel," $108,762.00 "," $297,677.00 ",68, $0.97 ,6.29,1.2,7,367," $39,915,654.00 "," $39,617,977.00 "
2019,Jul,Japan,X5,SUV,Electric," $46,781.00 "," $353,446.00 ",252, $0.97 ,6.29,1.2,2,644," $30,126,964.00 "," $29,773,518.00 "
2021,May,India,X3,SUV,Diesel," $40,515.00 "," $275,756.00 ",216, $0.97 ,6.29,1.2,6,530," $21,472,950.00 "," $21,197,194.00 "
2023,Oct,Australia,IX,SUV,Diesel," $71,133.00 "," $399,982.00 ",280, $0.97 ,6.29,1.2,8,899," $63,948,567.00 "," $63,548,585.00 "
2023,Jun,France,X3,SUV,Petrol," $117,508.00 "," $189,718.00 ",258, $0.97 ,6.29,1.2,1,550," $64,629,400.00 "," $64,439,682.00 "
2017,May,UK,IX,SUV,Hybrid," $111,946.00 "," $194,615.00 ",276, $0.97 ,6.29,1.2,4,903," $101,087,238.00 "," $100,892,623.00 "
2017,Nov,China,X3,SUV,Hybrid," $44,095.00 "," $275,568.00 ",202, $0.97 ,6.29,1.2,1,860," $37,921,700.00 "," $37,646,132.00 "
2017,Sep,Australia,IX,SUV,Diesel," $55,470.00 "," $203,857.00 ",344, $0.97 ,6.29,1.2,1,1012," $56,135,640.00 "," $55,931,783.00 "
2018,Jun,Australia,X3,SUV,Petrol," $78,129.00 "," $390,497.00 ",227, $0.97 ,6.29,1.2,10,538," $42,033,402.00 "," $41,642,905.00 "
2022,Nov,USA,7 SERIES,Sedan,Electric," $43,531.00 "," $474,622.00 ",124, $0.97 ,6.29,1.2,8,516," $22,461,996.00 "," $21,987,374.00 "
2020,Aug,Brazil,X7,SUV,Hybrid," $72,038.00 "," $401,136.00 ",77, $0.97 ,6.29,1.2,7,407," $29,319,466.00 "," $28,918,330.00 "
2022,Feb,UK,X5,SUV,Diesel," $77,674.00 "," $363,572.00 ",308, $0.97 ,6.29,1.2,10,925," $71,848,450.00 "," $71,484,878.00 "
2015,Dec,China,X1,SUV,Hybrid," $117,476.00 "," $73,777.00 ",334, $0.97 ,6.29,1.2,1,1025," $120,412,900.00 "," $120,339,123.00 "
2022,Sep,France,5 SERIES,Sedan,Hybrid," $64,831.00 "," $107,939.00 ",84, $0.97 ,6.29,1.2,2,450," $29,173,950.00 "," $29,066,011.00 "
2018,May,France,I7,Sedan,Electric," $92,174.00 "," $496,242.00 ",112, $0.97 ,6.29,1.2,4,543," $50,050,482.00 "," $49,554,240.00 "
2015,Jul,Germany,3 SERIES,Sedan,Petrol," $46,279.00 "," $398,594.00 ",306, $0.97 ,6.29,1.2,1,999," $46,232,721.00 "," $45,834,127.00 "
2022,Oct,Australia,X1,SUV,Electric," $73,220.00 "," $472,769.00 ",187, $0.97 ,6.29,1.2,3,811," $59,381,420.00 "," $58,908,651.00 "
2018,Jan,Japan,3 SERIES,Sedan,Petrol," $95,610.00 "," $73,548.00 ",224, $0.97 ,6.29,1.2,8,685," $65,492,850.00 "," $65,419,302.00 "
2020,Oct,USA,X5,SUV,Hybrid," $87,719.00 "," $480,481.00 ",324, $0.97 ,6.29,1.2,8,847," $74,297,993.00 "," $73,817,512.00 "
2022,May,UK,X1,SUV,Diesel," $88,051.00 "," $175,549.00 ",48, $0.97 ,6.29,1.2,8,209," $18,402,659.00 "," $18,227,110.00 "
2018,Dec,France,X3,SUV,Electric," $107,013.00 "," $483,917.00 ",268, $0.97 ,6.29,1.2,6,840," $89,890,920.00 "," $89,407,003.00 "
2017,Oct,China,X3,SUV,Petrol," $91,652.00 "," $494,503.00 ",213, $0.97 ,6.29,1.2,6,725," $66,447,700.00 "," $65,953,197.00 "
2023,Feb,Germany,I7,Sedan,Hybrid," $100,524.00 "," $187,799.00 ",16, $0.97 ,6.29,1.2,5,344," $34,580,256.00 "," $34,392,457.00 "
2017,Dec,China,3 SERIES,Sedan,Petrol," $117,936.00 "," $291,532.00 ",58, $0.97 ,6.29,1.2,9,441," $52,009,776.00 "," $51,718,244.00 "
2023,Jun,USA,5 SERIES,Sedan,Petrol," $41,470.00 "," $231,789.00 ",35, $0.97 ,6.29,1.2,4,281," $11,653,070.00 "," $11,421,281.00 "
2016,Nov,Japan,X5,SUV,Petrol," $102,598.00 "," $475,643.00 ",170, $0.97 ,6.29,1.2,10,625," $64,123,750.00 "," $63,648,107.00 "
2016,Jan,Germany,X3,SUV,Hybrid," $76,798.00 "," $197,764.00 ",366, $0.97 ,6.29,1.2,7,1104," $84,784,992.00 "," $84,587,228.00 "
2016,Mar,Germany,X7,SUV,Diesel," $88,473.00 "," $81,625.00 ",185, $0.97 ,6.29,1.2,1,540," $47,775,420.00 "," $47,693,795.00 "
2020,May,Brazil,7 SERIES,Sedan,Diesel," $54,880.00 "," $337,062.00 ",88, $0.97 ,6.29,1.2,9,457," $25,080,160.00 "," $24,743,098.00 "
2017,Apr,UK,7 SERIES,Sedan,Diesel," $79,439.00 "," $484,352.00 ",11, $0.97 ,6.29,1.2,7,420," $33,364,380.00 "," $32,880,028.00 "
2023,Mar,Germany,IX,SUV,Petrol," $49,308.00 "," $426,970.00 ",392, $0.97 ,6.29,1.2,10,897," $44,229,276.00 "," $43,802,306.00 "
2018,Oct,Brazil,5 SERIES,Sedan,Hybrid," $70,081.00 "," $164,881.00 ",141, $0.97 ,6.29,1.2,9,529," $37,072,849.00 "," $36,907,968.00 "
2015,May,Brazil,7 SERIES,Sedan,Petrol," $110,242.00 "," $495,625.00 ",285, $0.97 ,6.29,1.2,7,943," $103,958,206.00 "," $103,462,581.00 "
2018,Nov,USA,IX,SUV,Diesel," $85,383.00 "," $327,721.00 ",126, $0.97 ,6.29,1.2,2,634," $54,132,822.00 "," $53,805,101.00 "
2015,Aug,India,3 SERIES,Sedan,Diesel," $44,837.00 "," $397,299.00 ",173, $0.97 ,6.29,1.2,6,670," $30,040,790.00 "," $29,643,491.00 "
2019,Nov,China,X3,SUV,Hybrid," $87,151.00 "," $161,776.00 ",297, $0.97 ,6.29,1.2,10,1001," $87,238,151.00 "," $87,076,375.00 "
2018,Apr,Japan,X3,SUV,Petrol," $71,824.00 "," $411,390.00 ",37, $0.97 ,6.29,1.2,4,191," $13,718,384.00 "," $13,306,994.00 "
2022,Jan,Canada,X7,SUV,Electric," $68,073.00 "," $283,996.00 ",342, $0.97 ,6.29,1.2,3,937," $63,784,401.00 "," $63,500,405.00 "
2022,Nov,China,X1,SUV,Electric," $61,299.00 "," $307,831.00 ",10, $0.97 ,6.29,1.2,2,471," $28,871,829.00 "," $28,563,998.00 "
2021,Jul,Germany,7 SERIES,Sedan,Diesel," $93,861.00 "," $262,803.00 ",197, $0.97 ,6.29,1.2,6,615," $57,724,515.00 "," $57,461,712.00 "
2017,Aug,Japan,3 SERIES,Sedan,Hybrid," $65,063.00 "," $208,761.00 ",65, $0.97 ,6.29,1.2,8,245," $15,940,435.00 "," $15,731,674.00 "
2015,Mar,France,I4,Sedan,Petrol," $104,453.00 "," $192,226.00 ",44, $0.97 ,6.29,1.2,6,265," $27,680,045.00 "," $27,487,819.00 "
2015,Jun,India,7 SERIES,Sedan,Petrol," $103,472.00 "," $407,092.00 ",121, $0.97 ,6.29,1.2,9,313," $32,386,736.00 "," $31,979,644.00 "
2017,Feb,France,5 SERIES,Sedan,Diesel," $49,506.00 "," $71,341.00 ",295, $0.97 ,6.29,1.2,5,674," $33,367,044.00 "," $33,295,703.00 "
2020,Jul,France,X1,SUV,Diesel," $114,854.00 "," $409,698.00 ",319, $0.97 ,6.29,1.2,2,807," $92,687,178.00 "," $92,277,480.00 "
2021,Aug,UK,7 SERIES,Sedan,Petrol," $61,026.00 "," $255,753.00 ",45, $0.97 ,6.29,1.2,8,201," $12,266,226.00 "," $12,010,473.00 "
2020,Jun,China,3 SERIES,Sedan,Petrol," $62,672.00 "," $419,942.00 ",226, $0.97 ,6.29,1.2,9,848," $53,145,856.00 "," $52,725,914.00 "
2020,Jun,Canada,7 SERIES,Sedan,Diesel," $73,417.00 "," $358,474.00 ",89, $0.97 ,6.29,1.2,10,447," $32,817,399.00 "," $32,458,925.00 "
2020,May,USA,5 SERIES,Sedan,Petrol," $87,413.00 "," $299,141.00 ",323, $0.97 ,6.29,1.2,4,1051," $91,871,063.00 "," $91,571,922.00 "
2017,Aug,Canada,I4,Sedan,Electric," $100,066.00 "," $399,903.00 ",92, $0.97 ,6.29,1.2,6,436," $43,628,776.00 "," $43,228,873.00 "
2020,Jan,France,X5,SUV,Diesel," $94,213.00 "," $249,488.00 ",74, $0.97 ,6.29,1.2,10,197," $18,559,961.00 "," $18,310,473.00 "
2022,Oct,Germany,I7,Sedan,Petrol," $85,971.00 "," $306,139.00 ",334, $0.97 ,6.29,1.2,8,1021," $87,776,391.00 "," $87,470,252.00 "
2016,Apr,India,I4,Sedan,Diesel," $62,281.00 "," $398,951.00 ",137, $0.97 ,6.29,1.2,9,640," $39,859,840.00 "," $39,460,889.00 "
2019,Apr,Australia,IX,SUV,Hybrid," $63,091.00 "," $345,457.00 ",316, $0.97 ,6.29,1.2,5,1081," $68,201,371.00 "," $67,855,914.00 "
2015,Mar,Canada,7 SERIES,Sedan,Diesel," $85,494.00 "," $359,044.00 ",31, $0.97 ,6.29,1.2,6,100," $8,549,400.00 "," $8,190,356.00 "
2015,Mar,France,X3,SUV,Diesel," $53,610.00 "," $128,840.00 ",225, $0.97 ,6.29,1.2,4,675," $36,186,750.00 "," $36,057,910.00 "
2019,Apr,India,X7,SUV,Hybrid," $36,079.00 "," $215,767.00 ",116, $0.97 ,6.29,1.2,5,351," $12,663,729.00 "," $12,447,962.00 "
2017,Nov,Japan,X3,SUV,Electric," $81,751.00 "," $211,297.00 ",118, $0.97 ,6.29,1.2,7,355," $29,021,605.00 "," $28,810,308.00 "
2018,Jan,China,I4,Sedan,Petrol," $90,432.00 "," $398,216.00 ",381, $0.97 ,6.29,1.2,9,1195," $108,066,240.00 "," $107,668,024.00 "
2017,Nov,Brazil,X3,SUV,Hybrid," $65,951.00 "," $408,511.00 ",366, $0.97 ,6.29,1.2,10,811," $53,486,261.00 "," $53,077,750.00 "
2015,Nov,UK,3 SERIES,Sedan,Diesel," $115,863.00 "," $99,156.00 ",190, $0.97 ,6.29,1.2,6,473," $54,803,199.00 "," $54,704,043.00 "
2015,Feb,India,X3,SUV,Petrol," $113,291.00 "," $258,281.00 ",365, $0.97 ,6.29,1.2,6,1027," $116,349,857.00 "," $116,091,576.00 "
2019,Sep,Germany,X1,SUV,Hybrid," $94,872.00 "," $137,453.00 ",173, $0.97 ,6.29,1.2,8,505," $47,910,360.00 "," $47,772,907.00 "
2020,Oct,Germany,X5,SUV,Petrol," $42,235.00 "," $208,901.00 ",77, $0.97 ,6.29,1.2,4,369," $15,584,715.00 "," $15,375,814.00 "
2017,Feb,India,7 SERIES,Sedan,Petrol," $117,733.00 "," $75,938.00 ",301, $0.97 ,6.29,1.2,3,782," $92,067,206.00 "," $91,991,268.00 "
2023,May,Germany,X3,SUV,Hybrid," $97,712.00 "," $109,164.00 ",189, $0.97 ,6.29,1.2,7,432," $42,211,584.00 "," $42,102,420.00 "
2019,Sep,China,5 SERIES,Sedan,Petrol," $56,473.00 "," $497,746.00 ",190, $0.97 ,6.29,1.2,5,773," $43,653,629.00 "," $43,155,883.00 "
2022,Sep,Germany,X5,SUV,Electric," $102,567.00 "," $249,271.00 ",178, $0.97 ,6.29,1.2,2,554," $56,822,118.00 "," $56,572,847.00 "
2015,Aug,Canada,X5,SUV,Hybrid," $114,823.00 "," $110,282.00 ",31, $0.97 ,6.29,1.2,2,398," $45,699,554.00 "," $45,589,272.00 "
2019,Jan,Brazil,X3,SUV,Electric," $67,230.00 "," $359,945.00 ",75, $0.97 ,6.29,1.2,6,424," $28,505,520.00 "," $28,145,575.00 "
2017,Jan,Germany,X5,SUV,Diesel," $119,573.00 "," $452,681.00 ",30, $0.97 ,6.29,1.2,8,67," $8,011,391.00 "," $7,558,710.00 "
2015,Sep,Brazil,X7,SUV,Petrol," $103,876.00 "," $315,470.00 ",109, $0.97 ,6.29,1.2,1,540," $56,093,040.00 "," $55,777,570.00 "
2018,Nov,France,X3,SUV,Diesel," $75,644.00 "," $446,875.00 ",393, $0.97 ,6.29,1.2,6,887," $67,096,228.00 "," $66,649,353.00 "
2019,Aug,USA,3 SERIES,Sedan,Diesel," $83,664.00 "," $208,666.00 ",309, $0.97 ,6.29,1.2,2,687," $57,477,168.00 "," $57,268,502.00 "
2021,Oct,China,I4,Sedan,Petrol," $80,203.00 "," $165,819.00 ",112, $0.97 ,6.29,1.2,2,514," $41,224,342.00 "," $41,058,523.00 "
2015,Sep,USA,X1,SUV,Hybrid," $101,677.00 "," $316,907.00 ",56, $0.97 ,6.29,1.2,7,255," $25,927,635.00 "," $25,610,728.00 "
2017,Jul,France,I7,Sedan,Petrol," $60,425.00 "," $191,900.00 ",48, $0.97 ,6.29,1.2,10,302," $18,248,350.00 "," $18,056,450.00 "
2016,Mar,China,IX,SUV,Diesel," $119,817.00 "," $359,732.00 ",294, $0.97 ,6.29,1.2,1,730," $87,466,410.00 "," $87,106,678.00 "
2023,Mar,India,X5,SUV,Diesel," $104,806.00 "," $323,365.00 ",319, $0.97 ,6.29,1.2,6,847," $88,770,682.00 "," $88,447,317.00 "
2024,Feb,India,3 SERIES,Sedan,Hybrid," $77,814.00 "," $454,427.00 ",99, $0.97 ,6.29,1.2,7,498," $38,751,372.00 "," $38,296,945.00 "
2020,May,Brazil,7 SERIES,Sedan,Petrol," $105,219.00 "," $63,569.00 ",94, $0.97 ,6.29,1.2,8,176," $18,518,544.00 "," $18,454,975.00 "
2024,Dec,France,7 SERIES,Sedan,Diesel," $84,646.00 "," $277,966.00 ",282, $0.97 ,6.29,1.2,7,736," $62,299,456.00 "," $62,021,490.00 "
2017,Dec,Brazil,IX,SUV,Electric," $74,884.00 "," $87,860.00 ",345, $0.97 ,6.29,1.2,6,836," $62,603,024.00 "," $62,515,164.00 "
2022,Mar,UK,X1,SUV,Diesel," $104,322.00 "," $252,630.00 ",197, $0.97 ,6.29,1.2,9,609," $63,532,098.00 "," $63,279,468.00 "
2022,Jun,Germany,X5,SUV,Diesel," $56,650.00 "," $357,481.00 ",168, $0.97 ,6.29,1.2,3,753," $42,657,450.00 "," $42,299,969.00 "
2016,Feb,Australia,X7,SUV,Hybrid," $44,190.00 "," $495,527.00 ",252, $0.97 ,6.29,1.2,6,632," $27,928,080.00 "," $27,432,553.00 "
2020,Dec,UK,IX,SUV,Electric," $73,196.00 "," $194,587.00 ",82, $0.97 ,6.29,1.2,4,531," $38,867,076.00 "," $38,672,489.00 "
2021,Mar,Germany,X1,SUV,Diesel," $74,449.00 "," $121,695.00 ",58, $0.97 ,6.29,1.2,2,542," $40,351,358.00 "," $40,229,663.00 "
2016,May,China,X5,SUV,Diesel," $74,661.00 "," $303,078.00 ",110, $0.97 ,6.29,1.2,1,529," $39,495,669.00 "," $39,192,591.00 "
2024,Dec,Brazil,3 SERIES,Sedan,Electric," $64,709.00 "," $292,599.00 ",11, $0.97 ,6.29,1.2,1,130," $8,412,170.00 "," $8,119,571.00 "
